msno,song_id,source_system_tab,source_screen_name,source_type,target
U7n0sILaHCKwbY0sjZIPpMnLpgNGR17csNNLwgujikA=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-playlist,1
tWWtJUdao+sn/JkAEAHjpNpmb875kjQ5U8Qmb3UVmZo=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Feature,online-playlist,1
2PNuF31wvbsmWHq7aT/fZOU8MBOC4Dp3QPOHje1OYTo=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,listen with,Others profile more,listen-with,1
1EWkWuqJSss26wISV+DtcTymbIgDFhYNWgqE+AiXmuw=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
jYiR2IiN1N1+5S0rTAH0iEWC1QQtEmGJOvkwhvJRPOI=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
Q5D14HTmnWA8I39GdkwLN3FbeRM97omrrpqg1rIHwm8=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
TijExHPmcTOfI8TBkmXga/0pkSj3bJIZ/UiGtpI+XkM=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
UkSwtXHGFPblRowj8ep6AoBuDxf7CoqGn7kkvLzf+DU=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
njOl5UQZXvBGAI6vNGFSyLqE+mYcRZAuQFLc0ITUKGM=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
IHFY550TNKPtLgPJ9Gh9xS2WUdtlECl4pOKt0warEZE=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
RGlF0ABoDV/GNn+ratCR11naHqhRU9qt25mYJqmWa4c=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
cvMwc4TuEzJMl5wi/lXRCOcJnzmiBBoCge5hO51rOj8=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
LZypQZkCYBnb4b9UZslQqzvdgHhzQwEjqbJJVpPumto=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
1TRZCqle6CozKaK7YgD5J7EIhrUWpwM6Bf4U54XnjZY=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Feature,online-playlist,0
NLvMwCnbFwAl/sW4po6fxaegfnNHOLWkru6qyKm+aU4=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
ikWVeuTa//zfjEjmkZReYnXG98p5EOvGz8OeXAv4AXU=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Search,song,1
VQsqM8fteYDNB9z1qFwTOX1WboFXgv9VOxj39eug2xw=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
tKUxFWozjhUQdeu9/sRrRESJUmmTYrOjNrvCnmaYV4Q=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
MKu7SuVv5V2iLS/UKKAqZ67uj9iAp62uQTqrGUOrRII=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-playlist,1
Gz/bwq6vWwkm5QQOCd3ftP4F4mMthEFGf3ztaXgm6e0=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
ErpcHNDHWDIT1XYLxPrLd9tALiGLSiXGzPxU0uuxDt8=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
awATl3/TF8ROjdQ9jjIufBGU/KLrMl/fWLuBxRvaTyY=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
sNUrOGZ9RYO0PGJU1FB7wQW0k79ArsVEh5Mxgzv/dcs=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Album more,album,1
zrPEmpkTqgl3MmbtKQ6gtmfl5df8Jskl4NC/A6bI6iU=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Album more,album,1
Bd8VMcC9EVw8TnyDGnKP2KreUkB4EB0RZihC08PMMSM=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
fHwJYVqvkAPptzsQPCPwb4kkpqcFWwiII5+LvM4NoAM=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
v4FpeH7Ct+3/dq2QF3a1xWFclDCCXyfk6NtLK53rQr4=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
AEZNdJt0QGYpBlT97tdnNaNHW5SqpgJb70TFmeZBYbg=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,explore,Explore,online-playlist,0
051JDRUFmu1oPUfMFrvrF9Yp+Ph2CzZr3rqAqHKlprw=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
FCxFgvq/lyJuKYet5zNup2bhrLBcGydJHXNvEwHQwyw=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Feature,online-playlist,0
U7K12sRqtNUuwwWB+sbSD+xWJTpC0/QRY6aw8U1BhTo=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
Wna4EUGjNfnaFmHY4hjmQRMOlni27SX1kmQ7FeR0b28=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
Kkzeb42gqITUVgjWfe8jE/jebgKY1G57aUrK/XUd3jE=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
ZAOxGtuMC1thfmhOn/Ozf6Tl2CVHzi+GXGFGS6x7fYs=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Feature,online-playlist,1
9ZYPSRHc194Gp6s0QRKLFry9gNm68pGT4Yv1ok/IB54=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
MkWZzbpx6RRXxqqE8g29pIY3My+E4nNvUS6mCV4HqJs=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Album more,album,1
TEOEdd7MuC3sTfwRHrW9N/dPG58OpcL14xecsLV1weg=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
e+hU9rcpes1/67KRpmIvqVQK5u3UT1gmCOhkDqz9J3I=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,,online-playlist,1
UKCt+WTEaqMcjIKkwqj2PYF+A4PJ97v1dEQeKAkhCJ0=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
q2CWUE29WoGgUcaeZ3+jSKRO88ZoK060gbgQQuqLcPw=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
mjsk1I71py/X0NuVHMAo9mx7R82BLExt1g8YjKnXgRE=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
FVGfPxLFSrEASCqhP6igijQ8ABmMjZ7WQr3oPfwS3pY=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,explore,Explore,online-playlist,0
/RBBFUzduS/599s+9hUeMCt7McOJldcXCGYQ1pC18LA=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
5bfQNE4gP6K9bzU0K9UBr6dLmq+ds9NKgXPSuTG9GmU=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-playlist,0
+Op7cb8kCgBF5fMnisaSAIV71KhjMaFlwdQd0BM4OkY=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
2pUzjoYYUf9j1xpJOGmzu0Zp+52MdLKsVH0eFLePBbs=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
j9o/laYxbf57yjMMlZbfwrjD7P8A6tWT3NnYsbOccPE=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Search Trends,song,0
L03MXIf9GK/j44UHIoKvbtS8crfwYZI5W5O0qK7ICFs=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Search Trends,song,0
G2VpTOsdgqpCW2cJeH0dXS2d94IZvgeLlGaDEXbPPws=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,explore,Explore,online-playlist,1
aSKxKEtU7h9h79Bb1ZSuIgbSL+IJlsznRhfiMmX0ZdQ=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
XzVE8NxjpWW0It67OEXadNT4PrJFKUO4KlucnpbfjQs=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Search,online-playlist,0
okSXuuy3m4DLIX3mxXW0f2AqugcrFpTI2IeCLZcP3rA=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Chart,online-playlist,1
cdumoK2tE7NQY2jXatGpVbsO44clmSHxPcyOqtyukMQ=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
Yq6p0Xx0g/jmEmTnEkP/i8CCNSk79DNJCdhzbv8oB5c=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-playlist,1
lxuCklXPpAMU817iE62JoHWGsUy85kz5fkLCZrAspl4=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
CjNdl+PB5JQYUuccK9YuuqKaz2n4Zt2Q2Hvvy5Xnc5I=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Chart,online-playlist,0
9VXz26ESh7NFuiMGGjMAdlEkBfA1kDsCZh/2y2k6fQE=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
Stm0uNi1eNdzW1QwJ474g/FUfd9+TybXnmMmNeYDBOs=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Feature,online-playlist,0
UTFFRcwvXpWRZ/s2ZKtg0/dnUGTZFPPDc94mKqS+xms=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
+WWNRVeyvknpCBoQJpyjTcptueezi5Hf2WXHOCcw4mM=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Search Trends,song,0
ucLiipVIxdKOBOdWkWlip9bMvRG0ELv/Bn0EDCYbr4Q=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
rbw55zQhajUt0M6T+SCZbp1yc93dQHnXIocOQyWo7fo=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Search,online-playlist,1
Xoge88S/IJML8aR0qoZQK2uDHi+GNxLzAou8qLuppKA=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
gP8/4sXVJp+ALz0L1wR4rgTeUAonCCHxayYA7OOeIKk=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
xZGEN1UTAJl6Rv0Tu22tcZ+ODEfFnE8k7wDPQ6AHMSw=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Search,song,0
0NIpEXK4Sc0fZpWlUiNbLrJqrOEyiEG3KnQzC41WoJQ=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
3/GapM+XsEIq7sqnPeb3PryRXYDoXiBpj/6IVAfNj7Q=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Genre,online-playlist,0
seWRpNu0US4ERRzeLnWN5Q1ilVog+nSVHlNfuMw5lR0=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Album more,album,0
fVE83bWeXoZjenrtt1TkTLUjbNpBiDwcg6+IsqOMMA8=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,explore,Album more,album,0
Oweyl/W5CGN3DTI5M4n3GaVWjrJZi3Qt4URu42usFF4=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Search,song,0
+zkOM40Y3LEFlBNFtuvqc+0qTHAFkI4Il5SPCRfwHTw=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,notification,Album more,album,0
9O0C/OkJj+j+FZbSFgc/Q/VaopXYXfEBTZ7kUVKSJRg=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
AN9vkWiqxIjLilOrNRVxcjJpMAyyfZprnmdT1EFzDdw=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
d09jL8uy8vAZCKzo0V4apGw4mZRxVcsQ9f5uwM97oJc=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
IaWkbBfMikaKHqaZFlML+V5GD6OzsVIW3XtCfQXKi/8=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,,online-playlist,1
P5RTpAJ01hs4d2SeULQKnwkyd46psb4k8CFEhWuXiZA=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
ukrij5dDv5/K6Wr5sjtnNGDY2nc6TQN0USWrSULFAXs=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,explore,Online playlist more,online-playlist,1
Znr8K6tFf3KiBzMwc6Hu/YJNTqCAKifHT5Fsugtz2Fg=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
29DtBs0wvCLi2OdGME/h5/nvEHOKDpDEaak+dyaYXn8=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Search,online-playlist,1
EkiM9OY0WZtds5+0x2pgJG2BXIjUcsGmyCOZgGbjWTw=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,explore,Online playlist more,online-playlist,0
7SZoqddcbKKPXhZS+UUmMBU5/Z4W9Pv05Kgn4eCPuyI=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
aAUHaifRnYf23nWVmm+hRwStsO3lcuOYVbNTtcFAZMA=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Album more,album,1
WvV5KvDpvNr+m8c2LCHuUYWqnW3ojV9SfGSZE09HoEg=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Search Home,online-playlist,0
gyRonj9ero04sA22135bwQ/Hd+4GuznZZFngpDvt4gg=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-playlist,1
IoXHIEpKmIVuggGPsanHMf+SmNyHGKq4PbN7B2DrWbY=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Feature,online-playlist,0
Kwslj2l7tM5ro1CO7svdmzpCds0KKCpsycdyUwZdkPE=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,,song,0
ZPGPkfIYNv6b4lkxu/M4/L1Tw3vwFHd109zUW4EvMOo=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Online playlist more,online-playlist,1
bZEAR3f6ot2qlrkBk0rYPVCVFpDlj0r+NAfzmqRF44w=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
B8D+sxd+bGPQffkPbSyAMyrWeTMqPVo1Za2JJlCPJ+k=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,explore,Explore,online-playlist,0
6v5+L55rU1oM5dj+I6ulgLSicc0Vq1mxDpOpgK3EJRg=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,explore,,online-playlist,0
2qgi42RTUfM23XY/Occfbqx31BVy5Z3dV5Phi3Z1zZ4=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,0
zV/QER1Bwp/95bcpHo+qfbszhxMPKwkRm3RCCP/YDIA=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Feature,online-playlist,0
mC4Ck1dP8BES2Je+6wKj7RXeRuNaxdIG/JMY7/7VwoQ=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,0
nRI3usR4kxBq4ZKRzauAJZdZnN0QJr3nGmQ6GMs1Vn4=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
OC7J0mL4+Dw7VIjXGa4kuefFmn/VrCKtyleLY4tK85A=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Search Home,online-playlist,1
qwSo+HqXWLrae8BUR7y/a2uwowKyQ3gKkLJBilGyEYU=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
+7y3Yut0jtR9XNHSXNOgNy64F9bBF8pzBhN1fGIw23M=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
5aAe1NJJJzk6ynRN7lD/2Gb9ZEDiWE4pTjnzuTcR4DQ=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-playlist,1
3yBpYWqEybBPazsqB5NIhrXKCFe1Djn5orPBvxz9ArE=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Search,online-playlist,0
ASuEk6ll2/8VdnDPt8ff1pGiqpn6V5RwuyPx+2d4CKY=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Search Home,online-playlist,0
84xkKuKUDqwgf8Jc6NXoluT8GBliG+SBWk7TmSBlHWc=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
C0i4jiWPHBr2lgeGN0RCICx+9rRhAXbXQGDfSWU5z/k=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,,online-playlist,1
hZyOA+0yqClPLt6uIEndf8fG8szH/95eKMbaxLE5z30=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Genre,online-playlist,1
vMYRcoDAzA0q26Hlz+yzoYC4h9IOTAGWzqrH5ZPt6H4=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
luq0IXEXcaHT4Y4dkTJxj2O6s0s5LLsIoStHGsNBgcw=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
97LN/5pLVWaaEFWfsUh2E5EPTHNjotnBQxtCs2WODGo=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
iHh8lz5adc9qd5bAbyXCb5iRnlV+ybD8oXz2ashcg5k=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
K8SBsZQSmxc5248eWPxgRkwR9EoxT9I5nKGaREJCoiA=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
YrpmqIfVH9vjF4lAMYbcxwmNkbPi8C7k/AgW0/A9bgU=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
ibcsJZhC7bdsh6P31kfDV6kyGHBi6JmWDLx3snR6bok=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Search Home,online-playlist,0
afcjNQpxExNqEFdMLfv5ckSQVanHO/ignULFp8kruCo=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
IkzHc6TpHe765K9g5pXVMSFIGB7m0rTeOYAaBzd/09Y=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Search Home,online-playlist,0
Lg4oiPXYBzNSWL9fLOfK8UHJe0DUkFsbD/QsVoP70RQ=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
oKMHFr1nozVUOW4TP9bcbtVhgCt5gh+22fJ1mUXx9eM=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Album more,album,1
JFFfOZ+m8aPAUiNZj3PKBR40NBpRU6l/Ekbur8VSUi4=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Album more,album,0
vLz9BC4BzUwxqtJ975tvpIfj2RczRPwmTk0OIqlVAgc=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Album more,album,0
NSbSl1nGtWgV3HjLOML8v99Vc7rXpDSotpROd5Hy4iA=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
sjZSc+5OVEffTJLrc/InZVieBSdaR3kcyW3SRJ10h+8=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
mDJCU+fKu/mbdk9l4SmPYiJwpeMyK44o9wmG1X3735A=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Search Home,online-playlist,0
DMgQt7vArkvgRwqXDaq8DiFSg+vlmw1zhcJStThsgkM=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Feature,online-playlist,1
RnzmOARTTvtzXcEknxJbmXVuXj24TD9qZzwfBX2161o=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Genre,online-playlist,0
3HYXdleYHNJzwwNmogvJMThqDu0xAgjKMIVXVvXV0XE=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Search Trends,song,0
u3PczL2ePkm2Wgeax62sgY++1FvMrMhxBw/vBU8dku4=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Feature,online-playlist,0
z/E9KdMGlU39BtKWy1S5ch8Ou+ye+Ee3t0JWltxSBNc=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Discover Feature,online-playlist,1
Do2e+SUJMcC9QQc0XJGbWQdtbxTYsh30aMnN2xA8BoY=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
fUm67F/b/u2BRI+lkmhyXI4ER4SLqX8QNsAfZIFoeTU=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Search Trends,song,0
7+r4cMEu0iaAJxCj/bQHiWmpioIrqx+wuIJdKbwv/eE=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,1
DEoRvm4yDGONamkT3vF8rr3PN6ZGrXKI+2SCY5DLrlU=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Search Trends,song,0
egg/LemlEIshxEqmmfGApXZBBUTK6KPBzOG/fOtnCg4=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
fAuKrICAABN4opIBfbiULqcsnjn7seON7nlDQiGYIoY=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
fl6d/CwxDpwCFEH0ianFrC7Ty6aJ71DxDXxNHjKv6e8=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-playlist,1
TZR71M/034PH4T+TIfkfPwM8rJe2AgrrnPcaoVKkkPc=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,my library,Local playlist more,local-library,0
Sr+zUqXBpeq26bLQoMjoZyGslEsPhlr0HgOalgpf8LA=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,0
lc6GIzgfjcmmftG+V234OGQmqYUDcWxzmkdT0w3axoU=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,discover,Online playlist more,online-playlist,1
f0gIqmllvCPamc1AlFwIM4ZDQzBS2S9ZYrDG1opF2yc=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,explore,Online playlist more,online-playlist,1
a1B87HAuoke4I32PLrLTIrWb4KjzWFoXJ5vKVZIv3Sk=,t95ClWf/B7Hi46sJeL70WJ75u7gLwaAp8o7LHuTtxl0=,search,Search,song,1
